trial,token_set,accepted,cert_trigger,witness_size,equal_updates
1507,t_h1,1,sup_h1,1,1
1508,t_h1,1,sup_h1,1,1
1509,t_h1,1,sup_h1,1,1
1510,t_h0,1,sup_h0,1,1
1511,EMPTY,0,bot,0,1
1512,"t_h0,t_h1",1,sup_h0,1,1
1513,"t_h0,t_h1",1,sup_h0,1,1
1514,t_h1,1,sup_h1,1,1
1515,t_h1,1,sup_h1,1,1
1516,t_h0,1,sup_h0,1,1
1517,t_h0,1,sup_h0,1,1
1518,EMPTY,0,bot,0,1
1519,EMPTY,0,bot,0,1
1520,t_h1,1,sup_h1,1,1
1521,t_h0,1,sup_h0,1,1
1522,t_h0,1,sup_h0,1,1
1523,t_h0,1,sup_h0,1,1
1524,"t_h0,t_h1",1,sup_h0,1,1
1525,t_h1,1,sup_h1,1,1
1526,"t_h0,t_h1",1,sup_h0,1,1
1527,EMPTY,0,bot,0,1
1528,t_h0,1,sup_h0,1,1
1529,t_h0,1,sup_h0,1,1
1530,"t_h0,t_h1",1,sup_h0,1,1
1531,t_h1,1,sup_h1,1,1
1532,EMPTY,0,bot,0,1
1533,t_h0,1,sup_h0,1,1
1534,t_h0,1,sup_h0,1,1
1535,t_h0,1,sup_h0,1,1
1536,t_h0,1,sup_h0,1,1
1537,t_h1,1,sup_h1,1,1
1538,"t_h0,t_h1",1,sup_h0,1,1
1539,t_h0,1,sup_h0,1,1
1540,t_h1,1,sup_h1,1,1
1541,t_h0,1,sup_h0,1,1
1542,t_h1,1,sup_h1,1,1
1543,"t_h0,t_h1",1,sup_h0,1,1
1544,t_h1,1,sup_h1,1,1
1545,t_h1,1,sup_h1,1,1
1546,EMPTY,0,bot,0,1
1547,t_h1,1,sup_h1,1,1
1548,EMPTY,0,bot,0,1
1549,t_h0,1,sup_h0,1,1
1550,t_h1,1,sup_h1,1,1
1551,EMPTY,0,bot,0,1
1552,t_h0,1,sup_h0,1,1
1553,t_h0,1,sup_h0,1,1
1554,t_h0,1,sup_h0,1,1
1555,EMPTY,0,bot,0,1
1556,t_h1,1,sup_h1,1,1
1557,"t_h0,t_h1",1,sup_h0,1,1
1558,t_h1,1,sup_h1,1,1
1559,t_h1,1,sup_h1,1,1
1560,t_h1,1,sup_h1,1,1
1561,EMPTY,0,bot,0,1
1562,EMPTY,0,bot,0,1
1563,"t_h0,t_h1",1,sup_h0,1,1
1564,EMPTY,0,bot,0,1
1565,"t_h0,t_h1",1,sup_h0,1,1
1566,EMPTY,0,bot,0,1
1567,"t_h0,t_h1",1,sup_h0,1,1
1568,"t_h0,t_h1",1,sup_h0,1,1
1569,EMPTY,0,bot,0,1
1570,t_h0,1,sup_h0,1,1
1571,t_h1,1,sup_h1,1,1
1572,t_h1,1,sup_h1,1,1
1573,t_h1,1,sup_h1,1,1
1574,t_h1,1,sup_h1,1,1
1575,t_h0,1,sup_h0,1,1
1576,EMPTY,0,bot,0,1
1577,"t_h0,t_h1",1,sup_h0,1,1
1578,EMPTY,0,bot,0,1
1579,"t_h0,t_h1",1,sup_h0,1,1
1580,t_h1,1,sup_h1,1,1
1581,"t_h0,t_h1",1,sup_h0,1,1
1582,t_h0,1,sup_h0,1,1
1583,EMPTY,0,bot,0,1
1584,t_h0,1,sup_h0,1,1
1585,t_h0,1,sup_h0,1,1
1586,t_h1,1,sup_h1,1,1
1587,EMPTY,0,bot,0,1
1588,t_h1,1,sup_h1,1,1
1589,t_h0,1,sup_h0,1,1
1590,EMPTY,0,bot,0,1
1591,t_h0,1,sup_h0,1,1
1592,t_h0,1,sup_h0,1,1
1593,EMPTY,0,bot,0,1
1594,EMPTY,0,bot,0,1
1595,t_h1,1,sup_h1,1,1
1596,"t_h0,t_h1",1,sup_h0,1,1
1597,"t_h0,t_h1",1,sup_h0,1,1
1598,EMPTY,0,bot,0,1
1599,t_h1,1,sup_h1,1,1
1600,t_h1,1,sup_h1,1,1
1601,EMPTY,0,bot,0,1
1602,t_h0,1,sup_h0,1,1
1603,EMPTY,0,bot,0,1
1604,t_h1,1,sup_h1,1,1
1605,"t_h0,t_h1",1,sup_h0,1,1
1606,EMPTY,0,bot,0,1
1607,t_h1,1,sup_h1,1,1
1608,"t_h0,t_h1",1,sup_h0,1,1
1609,t_h0,1,sup_h0,1,1
1610,"t_h0,t_h1",1,sup_h0,1,1
1611,t_h1,1,sup_h1,1,1
1612,EMPTY,0,bot,0,1
1613,"t_h0,t_h1",1,sup_h0,1,1
1614,"t_h0,t_h1",1,sup_h0,1,1
1615,t_h0,1,sup_h0,1,1
1616,t_h1,1,sup_h1,1,1
1617,"t_h0,t_h1",1,sup_h0,1,1
1618,"t_h0,t_h1",1,sup_h0,1,1
1619,t_h0,1,sup_h0,1,1
1620,EMPTY,0,bot,0,1
1621,EMPTY,0,bot,0,1
1622,t_h1,1,sup_h1,1,1
1623,"t_h0,t_h1",1,sup_h0,1,1
1624,t_h1,1,sup_h1,1,1
1625,t_h1,1,sup_h1,1,1
1626,"t_h0,t_h1",1,sup_h0,1,1
1627,t_h1,1,sup_h1,1,1
1628,t_h1,1,sup_h1,1,1
1629,"t_h0,t_h1",1,sup_h0,1,1
1630,EMPTY,0,bot,0,1
1631,t_h1,1,sup_h1,1,1
1632,t_h1,1,sup_h1,1,1
1633,t_h0,1,sup_h0,1,1
1634,t_h1,1,sup_h1,1,1
1635,t_h1,1,sup_h1,1,1
1636,"t_h0,t_h1",1,sup_h0,1,1
1637,EMPTY,0,bot,0,1
1638,t_h0,1,sup_h0,1,1
1639,t_h0,1,sup_h0,1,1
1640,t_h0,1,sup_h0,1,1
1641,t_h1,1,sup_h1,1,1
1642,EMPTY,0,bot,0,1
1643,"t_h0,t_h1",1,sup_h0,1,1
1644,t_h0,1,sup_h0,1,1
1645,t_h1,1,sup_h1,1,1
1646,t_h0,1,sup_h0,1,1
1647,t_h0,1,sup_h0,1,1
1648,t_h1,1,sup_h1,1,1
1649,EMPTY,0,bot,0,1
1650,EMPTY,0,bot,0,1
1651,t_h0,1,sup_h0,1,1
1652,t_h1,1,sup_h1,1,1
1653,t_h0,1,sup_h0,1,1
1654,t_h0,1,sup_h0,1,1
1655,"t_h0,t_h1",1,sup_h0,1,1
1656,"t_h0,t_h1",1,sup_h0,1,1
1657,t_h0,1,sup_h0,1,1
1658,t_h0,1,sup_h0,1,1
1659,t_h1,1,sup_h1,1,1
1660,EMPTY,0,bot,0,1
1661,t_h0,1,sup_h0,1,1
1662,"t_h0,t_h1",1,sup_h0,1,1
1663,EMPTY,0,bot,0,1
1664,t_h1,1,sup_h1,1,1
1665,EMPTY,0,bot,0,1
1666,"t_h0,t_h1",1,sup_h0,1,1
1667,t_h0,1,sup_h0,1,1
1668,"t_h0,t_h1",1,sup_h0,1,1
1669,EMPTY,0,bot,0,1
1670,EMPTY,0,bot,0,1
1671,"t_h0,t_h1",1,sup_h0,1,1
1672,t_h0,1,sup_h0,1,1
1673,"t_h0,t_h1",1,sup_h0,1,1
1674,EMPTY,0,bot,0,1
1675,t_h1,1,sup_h1,1,1
1676,"t_h0,t_h1",1,sup_h0,1,1
1677,t_h0,1,sup_h0,1,1
1678,"t_h0,t_h1",1,sup_h0,1,1
1679,t_h1,1,sup_h1,1,1
1680,t_h0,1,sup_h0,1,1
1681,EMPTY,0,bot,0,1
1682,t_h0,1,sup_h0,1,1
1683,"t_h0,t_h1",1,sup_h0,1,1
1684,EMPTY,0,bot,0,1
1685,t_h1,1,sup_h1,1,1
1686,t_h1,1,sup_h1,1,1
1687,t_h1,1,sup_h1,1,1
1688,EMPTY,0,bot,0,1
1689,"t_h0,t_h1",1,sup_h0,1,1
1690,t_h0,1,sup_h0,1,1
1691,t_h1,1,sup_h1,1,1
1692,EMPTY,0,bot,0,1
1693,"t_h0,t_h1",1,sup_h0,1,1
1694,EMPTY,0,bot,0,1
1695,EMPTY,0,bot,0,1
1696,t_h0,1,sup_h0,1,1
1697,EMPTY,0,bot,0,1
1698,t_h0,1,sup_h0,1,1
1699,t_h1,1,sup_h1,1,1
1700,EMPTY,0,bot,0,1
1701,t_h1,1,sup_h1,1,1
1702,t_h1,1,sup_h1,1,1
1703,t_h0,1,sup_h0,1,1
1704,t_h0,1,sup_h0,1,1
1705,t_h0,1,sup_h0,1,1
1706,t_h0,1,sup_h0,1,1
1707,t_h1,1,sup_h1,1,1
1708,t_h1,1,sup_h1,1,1
1709,EMPTY,0,bot,0,1
1710,"t_h0,t_h1",1,sup_h0,1,1
1711,t_h1,1,sup_h1,1,1
1712,EMPTY,0,bot,0,1
1713,EMPTY,0,bot,0,1
1714,"t_h0,t_h1",1,sup_h0,1,1
1715,t_h0,1,sup_h0,1,1
1716,t_h1,1,sup_h1,1,1
1717,t_h0,1,sup_h0,1,1
1718,EMPTY,0,bot,0,1
1719,"t_h0,t_h1",1,sup_h0,1,1
1720,"t_h0,t_h1",1,sup_h0,1,1
1721,"t_h0,t_h1",1,sup_h0,1,1
1722,t_h0,1,sup_h0,1,1
1723,t_h1,1,sup_h1,1,1
1724,t_h1,1,sup_h1,1,1
1725,t_h1,1,sup_h1,1,1
1726,EMPTY,0,bot,0,1
1727,t_h1,1,sup_h1,1,1
1728,t_h0,1,sup_h0,1,1
1729,EMPTY,0,bot,0,1
1730,"t_h0,t_h1",1,sup_h0,1,1
1731,"t_h0,t_h1",1,sup_h0,1,1
1732,t_h1,1,sup_h1,1,1
1733,t_h1,1,sup_h1,1,1
1734,EMPTY,0,bot,0,1
1735,"t_h0,t_h1",1,sup_h0,1,1
1736,EMPTY,0,bot,0,1
1737,t_h0,1,sup_h0,1,1
1738,t_h1,1,sup_h1,1,1
1739,t_h0,1,sup_h0,1,1
1740,t_h1,1,sup_h1,1,1
1741,t_h0,1,sup_h0,1,1
1742,t_h1,1,sup_h1,1,1
1743,t_h1,1,sup_h1,1,1
1744,EMPTY,0,bot,0,1
1745,EMPTY,0,bot,0,1
1746,"t_h0,t_h1",1,sup_h0,1,1
1747,EMPTY,0,bot,0,1
1748,t_h1,1,sup_h1,1,1
1749,EMPTY,0,bot,0,1
1750,EMPTY,0,bot,0,1
1751,t_h1,1,sup_h1,1,1
1752,t_h0,1,sup_h0,1,1
1753,t_h1,1,sup_h1,1,1
1754,t_h0,1,sup_h0,1,1
1755,t_h0,1,sup_h0,1,1
1756,EMPTY,0,bot,0,1
1757,EMPTY,0,bot,0,1
1758,t_h1,1,sup_h1,1,1
1759,t_h1,1,sup_h1,1,1
1760,t_h0,1,sup_h0,1,1
1761,"t_h0,t_h1",1,sup_h0,1,1
1762,t_h0,1,sup_h0,1,1
1763,t_h1,1,sup_h1,1,1
1764,EMPTY,0,bot,0,1
1765,t_h1,1,sup_h1,1,1
1766,"t_h0,t_h1",1,sup_h0,1,1
1767,"t_h0,t_h1",1,sup_h0,1,1
1768,"t_h0,t_h1",1,sup_h0,1,1
1769,t_h1,1,sup_h1,1,1
1770,t_h1,1,sup_h1,1,1
1771,EMPTY,0,bot,0,1
1772,"t_h0,t_h1",1,sup_h0,1,1
1773,"t_h0,t_h1",1,sup_h0,1,1
1774,t_h0,1,sup_h0,1,1
1775,t_h1,1,sup_h1,1,1
1776,"t_h0,t_h1",1,sup_h0,1,1
1777,t_h0,1,sup_h0,1,1
1778,EMPTY,0,bot,0,1
1779,t_h0,1,sup_h0,1,1
1780,"t_h0,t_h1",1,sup_h0,1,1
1781,"t_h0,t_h1",1,sup_h0,1,1
1782,t_h1,1,sup_h1,1,1
1783,t_h1,1,sup_h1,1,1
1784,EMPTY,0,bot,0,1
1785,EMPTY,0,bot,0,1
1786,t_h1,1,sup_h1,1,1
1787,"t_h0,t_h1",1,sup_h0,1,1
1788,EMPTY,0,bot,0,1
1789,t_h1,1,sup_h1,1,1
1790,t_h0,1,sup_h0,1,1
1791,t_h0,1,sup_h0,1,1
1792,t_h1,1,sup_h1,1,1
1793,EMPTY,0,bot,0,1
1794,t_h0,1,sup_h0,1,1
1795,EMPTY,0,bot,0,1
1796,"t_h0,t_h1",1,sup_h0,1,1
1797,EMPTY,0,bot,0,1
1798,"t_h0,t_h1",1,sup_h0,1,1
1799,t_h1,1,sup_h1,1,1
1800,"t_h0,t_h1",1,sup_h0,1,1
1801,t_h1,1,sup_h1,1,1
1802,EMPTY,0,bot,0,1
1803,t_h0,1,sup_h0,1,1
1804,"t_h0,t_h1",1,sup_h0,1,1
1805,t_h1,1,sup_h1,1,1
1806,EMPTY,0,bot,0,1
1807,t_h1,1,sup_h1,1,1
1808,t_h1,1,sup_h1,1,1
1809,t_h1,1,sup_h1,1,1
1810,EMPTY,0,bot,0,1
1811,"t_h0,t_h1",1,sup_h0,1,1
1812,"t_h0,t_h1",1,sup_h0,1,1
1813,t_h1,1,sup_h1,1,1
1814,"t_h0,t_h1",1,sup_h0,1,1
1815,t_h1,1,sup_h1,1,1
1816,"t_h0,t_h1",1,sup_h0,1,1
1817,t_h0,1,sup_h0,1,1
1818,EMPTY,0,bot,0,1
1819,"t_h0,t_h1",1,sup_h0,1,1
1820,t_h1,1,sup_h1,1,1
1821,t_h1,1,sup_h1,1,1
1822,"t_h0,t_h1",1,sup_h0,1,1
1823,t_h1,1,sup_h1,1,1
1824,t_h1,1,sup_h1,1,1
1825,EMPTY,0,bot,0,1
1826,"t_h0,t_h1",1,sup_h0,1,1
1827,EMPTY,0,bot,0,1
1828,"t_h0,t_h1",1,sup_h0,1,1
1829,"t_h0,t_h1",1,sup_h0,1,1
1830,t_h0,1,sup_h0,1,1
1831,"t_h0,t_h1",1,sup_h0,1,1
1832,t_h1,1,sup_h1,1,1
1833,t_h0,1,sup_h0,1,1
1834,t_h1,1,sup_h1,1,1
1835,t_h1,1,sup_h1,1,1
1836,t_h0,1,sup_h0,1,1
1837,t_h0,1,sup_h0,1,1
1838,EMPTY,0,bot,0,1
1839,"t_h0,t_h1",1,sup_h0,1,1
1840,t_h1,1,sup_h1,1,1
1841,t_h0,1,sup_h0,1,1
1842,"t_h0,t_h1",1,sup_h0,1,1
1843,"t_h0,t_h1",1,sup_h0,1,1
1844,t_h1,1,sup_h1,1,1
1845,EMPTY,0,bot,0,1
1846,t_h0,1,sup_h0,1,1
1847,t_h1,1,sup_h1,1,1
1848,t_h1,1,sup_h1,1,1
1849,"t_h0,t_h1",1,sup_h0,1,1
1850,"t_h0,t_h1",1,sup_h0,1,1
1851,EMPTY,0,bot,0,1
1852,EMPTY,0,bot,0,1
1853,EMPTY,0,bot,0,1
1854,EMPTY,0,bot,0,1
1855,t_h0,1,sup_h0,1,1
1856,t_h0,1,sup_h0,1,1
1857,EMPTY,0,bot,0,1
1858,t_h1,1,sup_h1,1,1
1859,t_h1,1,sup_h1,1,1
1860,"t_h0,t_h1",1,sup_h0,1,1
1861,t_h1,1,sup_h1,1,1
1862,t_h1,1,sup_h1,1,1
1863,t_h1,1,sup_h1,1,1
1864,EMPTY,0,bot,0,1
1865,"t_h0,t_h1",1,sup_h0,1,1
1866,"t_h0,t_h1",1,sup_h0,1,1
1867,EMPTY,0,bot,0,1
1868,EMPTY,0,bot,0,1
1869,t_h1,1,sup_h1,1,1
1870,t_h0,1,sup_h0,1,1
1871,t_h1,1,sup_h1,1,1
1872,EMPTY,0,bot,0,1
1873,t_h0,1,sup_h0,1,1
1874,"t_h0,t_h1",1,sup_h0,1,1
1875,t_h0,1,sup_h0,1,1
1876,"t_h0,t_h1",1,sup_h0,1,1
1877,t_h1,1,sup_h1,1,1
1878,t_h0,1,sup_h0,1,1
1879,"t_h0,t_h1",1,sup_h0,1,1
1880,t_h1,1,sup_h1,1,1
1881,"t_h0,t_h1",1,sup_h0,1,1
1882,"t_h0,t_h1",1,sup_h0,1,1
1883,EMPTY,0,bot,0,1
1884,t_h0,1,sup_h0,1,1
1885,EMPTY,0,bot,0,1
1886,t_h0,1,sup_h0,1,1
1887,EMPTY,0,bot,0,1
1888,EMPTY,0,bot,0,1
1889,"t_h0,t_h1",1,sup_h0,1,1
1890,EMPTY,0,bot,0,1
1891,t_h0,1,sup_h0,1,1
1892,"t_h0,t_h1",1,sup_h0,1,1
1893,t_h1,1,sup_h1,1,1
1894,t_h1,1,sup_h1,1,1
1895,t_h1,1,sup_h1,1,1
1896,EMPTY,0,bot,0,1
1897,t_h1,1,sup_h1,1,1
1898,"t_h0,t_h1",1,sup_h0,1,1
1899,EMPTY,0,bot,0,1
1900,"t_h0,t_h1",1,sup_h0,1,1
1901,EMPTY,0,bot,0,1
1902,EMPTY,0,bot,0,1
1903,t_h1,1,sup_h1,1,1
1904,EMPTY,0,bot,0,1
1905,"t_h0,t_h1",1,sup_h0,1,1
1906,t_h0,1,sup_h0,1,1
1907,t_h0,1,sup_h0,1,1
1908,EMPTY,0,bot,0,1
1909,t_h0,1,sup_h0,1,1
1910,EMPTY,0,bot,0,1
1911,t_h1,1,sup_h1,1,1
1912,t_h0,1,sup_h0,1,1
1913,"t_h0,t_h1",1,sup_h0,1,1
1914,EMPTY,0,bot,0,1
1915,"t_h0,t_h1",1,sup_h0,1,1
1916,t_h0,1,sup_h0,1,1
1917,EMPTY,0,bot,0,1
1918,t_h1,1,sup_h1,1,1
1919,t_h1,1,sup_h1,1,1
1920,"t_h0,t_h1",1,sup_h0,1,1
1921,EMPTY,0,bot,0,1
1922,t_h1,1,sup_h1,1,1
1923,"t_h0,t_h1",1,sup_h0,1,1
1924,t_h0,1,sup_h0,1,1
1925,EMPTY,0,bot,0,1
1926,"t_h0,t_h1",1,sup_h0,1,1
1927,t_h1,1,sup_h1,1,1
1928,EMPTY,0,bot,0,1
1929,EMPTY,0,bot,0,1
1930,t_h1,1,sup_h1,1,1
1931,EMPTY,0,bot,0,1
1932,t_h1,1,sup_h1,1,1
1933,"t_h0,t_h1",1,sup_h0,1,1
1934,t_h1,1,sup_h1,1,1
1935,t_h1,1,sup_h1,1,1
1936,t_h0,1,sup_h0,1,1
1937,"t_h0,t_h1",1,sup_h0,1,1
1938,EMPTY,0,bot,0,1
1939,t_h1,1,sup_h1,1,1
1940,"t_h0,t_h1",1,sup_h0,1,1
1941,EMPTY,0,bot,0,1
1942,"t_h0,t_h1",1,sup_h0,1,1
1943,t_h1,1,sup_h1,1,1
1944,t_h0,1,sup_h0,1,1
1945,t_h0,1,sup_h0,1,1
1946,"t_h0,t_h1",1,sup_h0,1,1
1947,t_h1,1,sup_h1,1,1
1948,"t_h0,t_h1",1,sup_h0,1,1
1949,t_h0,1,sup_h0,1,1
1950,EMPTY,0,bot,0,1
1951,"t_h0,t_h1",1,sup_h0,1,1
1952,"t_h0,t_h1",1,sup_h0,1,1
1953,t_h1,1,sup_h1,1,1
1954,t_h1,1,sup_h1,1,1
1955,t_h1,1,sup_h1,1,1
1956,t_h1,1,sup_h1,1,1
1957,t_h0,1,sup_h0,1,1
1958,t_h0,1,sup_h0,1,1
1959,"t_h0,t_h1",1,sup_h0,1,1
1960,t_h1,1,sup_h1,1,1
1961,"t_h0,t_h1",1,sup_h0,1,1
1962,t_h0,1,sup_h0,1,1
1963,EMPTY,0,bot,0,1
1964,t_h0,1,sup_h0,1,1
1965,EMPTY,0,bot,0,1
1966,t_h0,1,sup_h0,1,1
1967,"t_h0,t_h1",1,sup_h0,1,1
1968,t_h0,1,sup_h0,1,1
1969,EMPTY,0,bot,0,1
1970,t_h0,1,sup_h0,1,1
1971,t_h1,1,sup_h1,1,1
1972,"t_h0,t_h1",1,sup_h0,1,1
1973,"t_h0,t_h1",1,sup_h0,1,1
1974,t_h1,1,sup_h1,1,1
1975,"t_h0,t_h1",1,sup_h0,1,1
1976,EMPTY,0,bot,0,1
1977,t_h1,1,sup_h1,1,1
1978,EMPTY,0,bot,0,1
1979,t_h0,1,sup_h0,1,1
1980,t_h1,1,sup_h1,1,1
1981,t_h0,1,sup_h0,1,1
1982,t_h1,1,sup_h1,1,1
1983,t_h1,1,sup_h1,1,1
1984,t_h1,1,sup_h1,1,1
1985,t_h1,1,sup_h1,1,1
1986,EMPTY,0,bot,0,1
1987,t_h1,1,sup_h1,1,1
1988,"t_h0,t_h1",1,sup_h0,1,1
1989,"t_h0,t_h1",1,sup_h0,1,1
1990,t_h1,1,sup_h1,1,1
1991,t_h1,1,sup_h1,1,1
1992,t_h1,1,sup_h1,1,1
1993,t_h1,1,sup_h1,1,1
1994,t_h0,1,sup_h0,1,1
1995,"t_h0,t_h1",1,sup_h0,1,1
1996,t_h0,1,sup_h0,1,1
1997,t_h1,1,sup_h1,1,1
1998,EMPTY,0,bot,0,1
1999,"t_h0,t_h1",1,sup_h0,1,1
