graph,model,all_wrong_sure,all_correct_sure,mean_conf,frac_wrong
ring,PBRC (social-only fallback),0.0,0.0,0.5371965306884022,0.3
ring,baseline,0.0,0.0,0.9940044725174998,0.2
ring,PBRC (social-only fallback),0.0,0.0,0.5357394407132656,0.45
ring,baseline,0.0,0.0,0.9936962901858102,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5586007475776086,0.55
ring,baseline,0.0,0.0,0.9936015733684064,0.1
ring,PBRC (social-only fallback),0.0,0.0,0.5363169818327042,0.35
ring,baseline,0.0,0.0,0.9658159745140937,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.542040165484822,0.45
ring,baseline,0.0,0.0,0.9782162490158537,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5483757273062125,0.55
ring,baseline,0.0,0.0,0.9986685221105468,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5414501548761764,0.45
ring,baseline,0.0,0.0,0.997061500622137,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5465918194575946,0.45
ring,baseline,0.0,0.0,0.9781825456596165,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5481722246202944,0.4
ring,baseline,0.0,0.0,0.9987360108309241,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5409700723733256,0.5
ring,baseline,0.0,0.0,0.9901939563599005,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5507827903190173,0.55
ring,baseline,0.0,0.0,0.9974418585197432,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5355178384892195,0.7
ring,baseline,0.0,0.0,0.9970038637156291,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5349265791079196,0.5
ring,baseline,0.0,0.0,0.9980835529175518,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5414103720764033,0.5
ring,baseline,0.0,0.0,0.9878068406553874,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5310135372819232,0.55
ring,baseline,0.0,0.0,0.9875584626276759,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5447494589352332,0.6
ring,baseline,0.0,0.0,0.9915432484341604,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5294601624384606,0.45
ring,baseline,0.0,0.0,0.9990467558189217,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5441521213966162,0.65
ring,baseline,0.0,0.0,0.9719596712824078,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5363329950784537,0.65
ring,baseline,0.0,0.0,0.9728212368221717,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5320086828637525,0.7
ring,baseline,0.0,0.0,0.9975170668398373,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5469791113480023,0.45
ring,baseline,0.0,0.0,0.998880266092588,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5427300821859958,0.4
ring,baseline,0.0,0.0,0.9987882856222917,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5588749448055248,0.55
ring,baseline,0.0,0.0,0.9997320327264188,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5479219629363316,0.45
ring,baseline,0.0,0.0,0.9866771048987875,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.542918246189479,0.4
ring,baseline,0.0,0.0,0.9997673578859733,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.55382549582027,0.7
ring,baseline,0.0,0.0,0.9980439834255138,0.9
ring,PBRC (social-only fallback),0.0,0.0,0.5400103416920622,0.6
ring,baseline,0.0,0.0,0.9881717394240356,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5397057067443851,0.4
ring,baseline,0.0,0.0,0.9885436200367227,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5363870069505391,0.4
ring,baseline,0.0,0.0,0.9995427443163551,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5459673189568336,0.6
ring,baseline,0.0,0.0,0.9975765926666526,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5484579145179789,0.5
ring,baseline,0.0,0.0,0.9733187851882145,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5353091827386435,0.6
ring,baseline,0.0,0.0,0.9990856585252317,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.544034824147809,0.65
ring,baseline,0.0,0.0,0.9940068260071037,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5404002039318456,0.6
ring,baseline,0.0,0.0,0.999066204572309,0.9
ring,PBRC (social-only fallback),0.0,0.0,0.5601300829504405,0.65
ring,baseline,0.0,0.0,0.9993540642960979,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5497133125290362,0.55
ring,baseline,0.0,0.0,0.9965973826584065,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5452160151397878,0.45
ring,baseline,0.0,0.0,0.9991402374668026,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5381175494115695,0.7
ring,baseline,0.0,0.0,0.9483496840958747,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5384488549721165,0.45
ring,baseline,0.0,0.0,0.9880595246172227,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5433271865856537,0.35
ring,baseline,0.0,0.0,0.9758879343672835,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5392042549924339,0.5
ring,baseline,0.0,0.0,0.9854708243666529,0.2
ring,PBRC (social-only fallback),0.0,0.0,0.5346580566993399,0.25
ring,baseline,0.0,0.0,0.9920366776230557,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5374598593765272,0.5
ring,baseline,0.0,0.0,0.998016636717159,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.540443438366289,0.4
ring,baseline,0.0,0.0,0.9989954618219942,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5357281369884188,0.3
ring,baseline,0.0,0.0,0.9755402095980241,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.539390221508854,0.6
ring,baseline,0.0,0.0,0.9787048365933815,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5360526797521927,0.65
ring,baseline,0.0,0.0,0.9865358120007418,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5327885490924416,0.5
ring,baseline,0.0,0.0,0.9485632985129753,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5427631325656519,0.55
ring,baseline,0.0,0.0,0.9945628013797656,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5500414622779148,0.45
ring,baseline,0.0,0.0,0.9782917553873738,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5428596451367315,0.55
ring,baseline,0.0,0.0,0.9986597461491581,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5313968449968359,0.5
ring,baseline,0.0,0.0,0.98533120466325,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5448029854017138,0.5
ring,baseline,0.0,0.0,0.9984924804262485,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5354248890558068,0.7
ring,baseline,0.0,0.0,0.9893403740065543,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5454744458697656,0.5
ring,baseline,0.0,0.0,0.9962812530258051,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5361249329180434,0.65
ring,baseline,0.0,0.0,0.9957385569922602,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5436553466617929,0.45
ring,baseline,0.0,0.0,0.9990006745370893,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5460108620755156,0.5
ring,baseline,0.0,0.0,0.999772030105156,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5505034141729843,0.5
ring,baseline,0.0,0.0,0.9977975688876406,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5364372917872123,0.5
ring,baseline,0.0,0.0,0.9988733200762706,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5429096463858127,0.6
ring,baseline,0.0,0.0,0.9478781548680864,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5464391578054533,0.6
ring,baseline,0.0,0.0,0.9834013858529032,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5412944343173254,0.45
ring,baseline,0.0,0.0,0.9946874826198403,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5504949783410134,0.6
ring,baseline,0.0,0.0,0.9551202710163407,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5394966188795032,0.35
ring,baseline,0.0,0.0,0.9961976026407531,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5427146023945085,0.5
ring,baseline,0.0,0.0,0.9894110348726199,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5468389536824426,0.6
ring,baseline,0.0,0.0,0.9940997194249533,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5411449961242301,0.5
ring,baseline,0.0,0.0,0.9933115519742074,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5387119500637034,0.4
ring,baseline,0.0,0.0,0.9773824118410005,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5263006200078267,0.65
ring,baseline,0.0,0.0,0.992839295286522,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5430775232116254,0.4
ring,baseline,0.0,0.0,0.9835547018084354,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5333354337152112,0.55
ring,baseline,0.0,0.0,0.9956908873686329,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5431349651865723,0.4
ring,baseline,0.0,0.0,0.9890786113084478,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5414233848239288,0.5
ring,baseline,0.0,0.0,0.9727906756016441,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5339433179230245,0.5
ring,baseline,0.0,0.0,0.9680864218332305,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5502175153573965,0.35
ring,baseline,0.0,0.0,0.9995223447152745,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5325581101825828,0.75
ring,baseline,0.0,0.0,0.9934281538680253,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5358474604465642,0.6
ring,baseline,0.0,0.0,0.9791118217037218,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5396037312048472,0.6
ring,baseline,0.0,0.0,0.9889220492985892,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5353366550594766,0.45
ring,baseline,0.0,0.0,0.9494332952905197,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5317541972674186,0.45
ring,baseline,0.0,0.0,0.9994206683968152,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5414080111068144,0.4
ring,baseline,0.0,0.0,0.9759780971219637,0.2
ring,PBRC (social-only fallback),0.0,0.0,0.5429248611310107,0.5
ring,baseline,0.0,0.0,0.9485444691270619,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5381738052018824,0.6
ring,baseline,0.0,0.0,0.9999420103651243,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5445616723862733,0.5
ring,baseline,0.0,0.0,0.9619636853709632,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5427762573841025,0.5
ring,baseline,0.0,0.0,0.9934864280366632,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5377037511215291,0.35
ring,baseline,0.0,0.0,0.9835737106340707,0.9
ring,PBRC (social-only fallback),0.0,0.0,0.5404123419555356,0.6
ring,baseline,0.0,0.0,0.9980587377115073,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5393311823065183,0.35
ring,baseline,0.0,0.0,0.9972932960415417,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5498618005680799,0.6
ring,baseline,0.0,0.0,0.9986220828642164,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.539094094414989,0.55
ring,baseline,0.0,0.0,0.9756435807168019,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5418224788477286,0.6
ring,baseline,0.0,0.0,0.9972682770418334,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5430297194618124,0.45
ring,baseline,0.0,0.0,0.9980915410928389,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5457744851026567,0.45
ring,baseline,0.0,0.0,0.9995791455227134,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5496095769584766,0.45
ring,baseline,0.0,0.0,0.9861524014629988,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.538651491852715,0.55
ring,baseline,0.0,0.0,0.9955282641421748,0.15
ring,PBRC (social-only fallback),0.0,0.0,0.5507979266857511,0.4
ring,baseline,0.0,0.0,0.9994952984645679,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5487596573673637,0.6
ring,baseline,0.0,0.0,0.9982196268162935,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.547998775715595,0.6
ring,baseline,0.0,0.0,0.999993082595239,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.54788878924355,0.35
ring,baseline,0.0,0.0,0.9981925346356044,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5376157084632232,0.35
ring,baseline,0.0,0.0,0.995948937060392,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.541885599620571,0.65
ring,baseline,0.0,0.0,0.9961010289814627,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5403538702842411,0.75
ring,baseline,0.0,0.0,0.9985888491569771,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.537774171747126,0.6
ring,baseline,0.0,0.0,0.9979411888428789,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5364682435414307,0.55
ring,baseline,0.0,0.0,0.9980993043064617,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5329534288208185,0.5
ring,baseline,0.0,0.0,0.9969524767920328,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5339894342143304,0.6
ring,baseline,0.0,0.0,0.9786438435172145,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5487708432164856,0.45
ring,baseline,0.0,0.0,0.9743241062171236,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5425998273811623,0.7
ring,baseline,0.0,0.0,0.9985275134282373,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5438940108225239,0.45
ring,baseline,0.0,0.0,0.9832291987732222,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5564345600594212,0.5
ring,baseline,0.0,0.0,0.9995872232604247,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5395698499835928,0.65
ring,baseline,0.0,0.0,0.9765335366509454,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.536620389450569,0.45
ring,baseline,0.0,0.0,0.9894344205892383,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5471957946817539,0.4
ring,baseline,0.0,0.0,0.9991067248682441,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5364253861034907,0.55
ring,baseline,0.0,0.0,0.9947867376164808,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5358635467847981,0.6
ring,baseline,0.0,0.0,0.9986161544898378,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.545164644666701,0.5
ring,baseline,0.0,0.0,0.9493866739329924,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5443002902125548,0.65
ring,baseline,0.0,0.0,0.9493065247833645,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5493975868741785,0.55
ring,baseline,0.0,0.0,0.9534514945298097,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5357188692833124,0.5
ring,baseline,0.0,0.0,0.9987626598063795,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.543924824147312,0.3
ring,baseline,0.0,0.0,0.9659358248759352,0.15
ring,PBRC (social-only fallback),0.0,0.0,0.5322648644520621,0.3
ring,baseline,0.0,0.0,0.9990125529483846,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5354435346918954,0.55
ring,baseline,0.0,0.0,0.9883496075960595,0.2
ring,PBRC (social-only fallback),0.0,0.0,0.5468855150950808,0.45
ring,baseline,0.0,0.0,0.9808672625082056,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5351991232347306,0.6
ring,baseline,0.0,0.0,0.9361632331271739,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.545066344003158,0.45
ring,baseline,0.0,0.0,0.9866131547614092,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5420957360241119,0.55
ring,baseline,0.0,0.0,0.993189969742599,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5361880365012776,0.55
ring,baseline,0.0,0.0,0.9649642349203663,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5458582705424517,0.6
ring,baseline,0.0,0.0,0.9942841817089756,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5368645603866273,0.4
ring,baseline,0.0,0.0,0.9811060416372145,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.548524118335994,0.45
ring,baseline,0.0,0.0,0.9992155154472986,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5370268252628345,0.55
ring,baseline,0.0,0.0,0.9717693644179262,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5450642147475382,0.65
ring,baseline,0.0,0.0,0.9832517301121311,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5366807588587753,0.55
ring,baseline,0.0,0.0,0.9927222321998606,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5397001150876855,0.7
ring,baseline,0.0,0.0,0.9973813754673737,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5469218828815038,0.6
ring,baseline,0.0,0.0,0.9936500586229634,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5531439719495388,0.5
ring,baseline,0.0,0.0,0.9935232937655675,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5334281126704721,0.55
ring,baseline,0.0,0.0,0.998065565879336,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5298245256374101,0.4
ring,baseline,0.0,0.0,0.9963230275038246,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5531211559809923,0.55
ring,baseline,0.0,0.0,0.9992891016665592,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.546663044912348,0.55
ring,baseline,0.0,0.0,0.9883978099475297,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5453181885778637,0.5
ring,baseline,0.0,0.0,0.9969613713949815,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5424644821310786,0.65
ring,baseline,0.0,0.0,0.9977296161605589,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.5468162500430499,0.45
ring,baseline,0.0,0.0,0.9998575538661679,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5532467166583774,0.35
ring,baseline,0.0,0.0,0.9798098720772872,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5533608498927823,0.55
ring,baseline,0.0,0.0,0.9990913329833511,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5459075412231041,0.6
ring,baseline,0.0,0.0,0.9965211941813518,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5376889209638663,0.35
ring,baseline,0.0,0.0,0.9928205542757041,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5498407682176479,0.6
ring,baseline,0.0,0.0,0.9999686848881337,0.35
ring,PBRC (social-only fallback),0.0,0.0,0.543943269980763,0.4
ring,baseline,0.0,0.0,0.9992422444669249,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5425415571547396,0.45
ring,baseline,0.0,0.0,0.999640195530017,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5492477217552771,0.5
ring,baseline,0.0,0.0,0.9996430520154979,0.1
ring,PBRC (social-only fallback),0.0,0.0,0.545674885832236,0.3
ring,baseline,0.0,0.0,0.9864655134714433,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5506126616342669,0.55
ring,baseline,0.0,0.0,0.9967086129856225,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5344673375582775,0.65
ring,baseline,0.0,0.0,0.9699248842973682,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5418392446207623,0.5
ring,baseline,0.0,0.0,0.9785337742099035,0.2
ring,PBRC (social-only fallback),0.0,0.0,0.5496219594963373,0.45
ring,baseline,0.0,0.0,0.9803386558104357,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5375003234780571,0.65
ring,baseline,0.0,0.0,0.9998301718816786,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5597402014464536,0.4
ring,baseline,0.0,0.0,0.9772208415847696,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5577668330805582,0.65
ring,baseline,0.0,0.0,0.9847684582876696,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.528872242684543,0.45
ring,baseline,0.0,0.0,0.9998179396334621,0.9
ring,PBRC (social-only fallback),0.0,0.0,0.5483918470443945,0.6
ring,baseline,0.0,0.0,0.9778282526075881,1.0
ring,PBRC (social-only fallback),0.0,0.0,0.5293720828427008,0.65
ring,baseline,0.0,0.0,0.972880112692813,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5465660041774653,0.6
ring,baseline,0.0,0.0,0.9881495605676163,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5522495436813368,0.5
ring,baseline,0.0,0.0,0.9987917619653862,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5409790626533135,0.45
ring,baseline,0.0,0.0,0.984494030935301,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.5369095747522356,0.45
ring,baseline,0.0,0.0,0.9754452585541806,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5346671507785932,0.4
ring,baseline,0.0,0.0,0.9761536610121346,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5449542615619903,0.7
ring,baseline,0.0,0.0,0.9782102268879799,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.539022567706436,0.7
ring,baseline,0.0,0.0,0.9944835312442001,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5518175524021294,0.4
ring,baseline,0.0,0.0,0.9751222197623838,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.561052904362282,0.55
ring,baseline,0.0,0.0,0.9997264029346061,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5383959527024262,0.6
ring,baseline,0.0,0.0,0.978548328589798,0.1
ring,PBRC (social-only fallback),0.0,0.0,0.536563972930302,0.25
ring,baseline,0.0,0.0,0.9923185494327363,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5444507342888432,0.5
ring,baseline,0.0,0.0,0.9952816635734836,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5401198328931175,0.6
ring,baseline,0.0,0.0,0.9870831822103217,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5505844015723438,0.3
ring,baseline,0.0,0.0,0.9567033825488551,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5434550051762342,0.6
ring,baseline,0.0,0.0,0.9991705412346832,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5458759218324275,0.55
ring,baseline,0.0,0.0,0.981627552959863,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5515018428113266,0.4
ring,baseline,0.0,0.0,0.9997533159233981,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5425364878147946,0.45
ring,baseline,0.0,0.0,0.9812051420842639,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5525445611438671,0.4
ring,baseline,0.0,0.0,0.9967331383749244,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5427953231717778,0.55
ring,baseline,0.0,0.0,0.9783181572408879,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5278862078291056,0.45
ring,baseline,0.0,0.0,0.9827735224850797,0.2
ring,PBRC (social-only fallback),0.0,0.0,0.5476216250315938,0.35
ring,baseline,0.0,0.0,0.9955013653530514,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5342895269950538,0.55
ring,baseline,0.0,0.0,0.9703656027345599,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5521415514336463,0.45
ring,baseline,0.0,0.0,0.9862690402334595,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5448191324157492,0.6
ring,baseline,0.0,0.0,0.9750677629464812,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5379956944341425,0.45
ring,baseline,0.0,0.0,0.9961641967996799,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5456557820184319,0.6
ring,baseline,0.0,0.0,0.9982050076517002,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.5378336347004505,0.6
ring,baseline,0.0,0.0,0.977622201617691,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5425918402658482,0.3
ring,baseline,0.0,0.0,0.9946994801039825,0.15
ring,PBRC (social-only fallback),0.0,0.0,0.5382740915873597,0.35
ring,baseline,0.0,0.0,0.9985056078767443,0.7
ring,PBRC (social-only fallback),0.0,0.0,0.539137960290337,0.55
ring,baseline,0.0,0.0,0.9987159412062748,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5344228295410247,0.5
ring,baseline,0.0,0.0,0.9991502962975103,0.8
ring,PBRC (social-only fallback),0.0,0.0,0.5379489669479995,0.5
ring,baseline,0.0,0.0,0.988423090608566,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5446001220618171,0.55
ring,baseline,0.0,0.0,0.9985173075055066,0.15
ring,PBRC (social-only fallback),0.0,0.0,0.543851978336938,0.35
ring,baseline,0.0,0.0,0.9979858827325646,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5498503361990368,0.55
ring,baseline,0.0,0.0,0.9983971157761717,0.55
ring,PBRC (social-only fallback),0.0,0.0,0.5486733825317287,0.6
ring,baseline,0.0,0.0,0.9998080033111615,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5422407793525733,0.4
ring,baseline,0.0,0.0,0.9991804192071234,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5443821719016936,0.5
ring,baseline,0.0,0.0,0.976551253791395,0.4
ring,PBRC (social-only fallback),0.0,0.0,0.5468819099219309,0.4
ring,baseline,0.0,0.0,0.9902463789687225,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5355887597636915,0.5
ring,baseline,0.0,0.0,0.9959426646632735,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5295568388785485,0.4
ring,baseline,0.0,0.0,0.9920077119020266,0.6
ring,PBRC (social-only fallback),0.0,0.0,0.5382600373093009,0.6
ring,baseline,0.0,0.0,0.9999093959584228,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5500326551335217,0.6
ring,baseline,0.0,0.0,0.9788207714452483,0.5
ring,PBRC (social-only fallback),0.0,0.0,0.5357148157821692,0.65
ring,baseline,0.0,0.0,0.9805302685509213,0.85
ring,PBRC (social-only fallback),0.0,0.0,0.5439670941427124,0.65
ring,baseline,0.0,0.0,0.999921388966482,0.9
ring,PBRC (social-only fallback),0.0,0.0,0.5571799864946494,0.75
ring,baseline,0.0,0.0,0.9551650868411548,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5572126506259774,0.35
ring,baseline,0.0,0.0,0.9768185855959206,0.65
ring,PBRC (social-only fallback),0.0,0.0,0.5315037982744053,0.55
ring,baseline,0.0,0.0,0.9751269059728676,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.557796407201094,0.45
ring,baseline,0.0,0.0,0.9997068335713655,0.3
ring,PBRC (social-only fallback),0.0,0.0,0.5504419624098001,0.4
ring,baseline,0.0,0.0,0.9782150609675477,0.25
ring,PBRC (social-only fallback),0.0,0.0,0.5469669810830181,0.35
ring,baseline,0.0,0.0,0.998119657416081,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5401562596844836,0.5
ring,baseline,0.0,0.0,0.9994975423348554,0.75
ring,PBRC (social-only fallback),0.0,0.0,0.5381913476839773,0.6
ring,baseline,0.0,0.0,0.9999238346143222,0.9
ring,PBRC (social-only fallback),0.0,0.0,0.5481491739400999,0.55
ring,baseline,0.0,0.0,0.9974911649905674,0.45
ring,PBRC (social-only fallback),0.0,0.0,0.546213709404332,0.5
